,Title,Artist,Album,Audio_Filename,Lyrics,Category,Cluster
647,Bring the Pain,Method Man,Tical,752.mp3,"Basically, can't fuck with me

[Verse One:]

I came to bring the pain hardcore from the brain
Let's go inside my astral plane
Find out my mental's based on instrumental
records hey, so I can write monumental
Methods, I'm not the King
But niggaz is decaf I stick em for the CREAM
check it, just how deep can shit get
Deep as the abyss and brothers is mad fish accept it
In your Cross Colour, clothes you've crossed over
Then got Totally Krossed Out and Kris Kross
Who da boss? Niggaz get tossed to the side
And I'm the dark side of the Force
Of course it's the Method, Man from the Wu-Tang Clan
I be hectic, and comin for the head piece protect it
Fuck it, two tears in a bucket, niggaz want the ruckus
Bustin at me bruh, now bust it
Styles, I gets buckwild
Method Man on some shit, pullin niggaz files
I'm sick, insane, crazy, Drivin Miss Daisy
Out her fuckin mind now I got mine I'm Swayze

[Chorus:]

Is it real son, is it really real son
Let me know it's real son, if it's really real
Something I could feel son, load it up and kill one
Want it raw deal son, if it's really real

[Interlude: Booster]

And when I was a lil stereo (stereo)
I listened to some champion (champion)
I always wondered (wondered)
Will now I be the numba one? (Tical! hahaha)
Now you listen to de gargon (Gargon!)
And de gargon summary
And any man dat come test me (test me)
Me gwanna lick out dem brains (it's like that)

[Verse Two:]

Brothers want to hang with the Meth bring the rope
the only way you hang is by the neck nigga poke
off the set comin to your projects
Take it as a threat, better yet it's a promise
Comin from a vet on some old Vietnam shit
Nigga you can bet your bottom dollar hey I bomb shit
And it's gonna get even worse word to God
It's the Wu comin through sickin niggaz for they garments
Movin on your left, southpaw em it's the Meth
Came to represent and carve my name in your chest
You can come test realize you're no contest
Son I'm the gun that won that old Wild West
Quick on the draw with my hands on the four
nine three eleven with the rugged rhymes galore
Check it cause I think not when this hip-hops like proper
Rhymes be the proof while I'm drinkin 90 proof
Huh vodka, no OJ, no straw
When you give it to me aiy, give it to me raw
I've learned when you drink Absolut straight it burns
Enough to give my chest hairs a perm
I don't need a chemical blow to pull a hoe
All I need is Chemical Bank to pay da mo'

What, basically that, Meth-Tical, ninety-four style
Word up we be hazardous *car crashing* *horn passing me*
Northern spicy brown mustard hoes
We have to stick you
[horn sound of car racing by]

[Chorus]

[Outro:]

I'll fuckin, I'll fuckin cut your kneecaps off
and make you kneel in some staircase piss

I'll fuckin, cut your eyelids off
and feed you nuthin but sleepin pills

You motherfuckers
(So??) So fuck the hoe
Fuck the hoe

(Look at this nigga, this motherfuckin...)
 ",whimsical,Cluster 4
648,Blues from a Gun,Jesus & Mary Chain,Automatic,753.mp3,"I don't care about the state of my hair
I got something out of nothing
That just wasn't there
And your kiss kiss kiss
Is never gonna blow me away

Dreams of escape keep me awake
I'm never gonna get out and make it away
I'm a stone dead tripper
Dying in a fantasy

Like a cracked open sky it helps you to die
Don't split it scrape it
You're screaming automatic pain

Too young kid you're gonna get hit
Looks like your never gonna make it
Off the government list

I don't mind about the state of my mind
But you know it's good for nothing
And I left you behind
It's a sick sick city
But it's never gonna make me insane

If you're talking for real
Then go cut a deal
You're facing up to living out
The way that you feel
And you shake shake shake
'Cause you know you'll never make it away

Well I guess that's why I've always
Got the blues",whimsical,Cluster 4
649,Breaking the Law,Judas Priest,British Steel,754.mp3,"There I was completely wasted, out of work and down.
All inside it's so frustrating as I drift from town to town.
Feel as though nobody cares if I live or die,
So I might as well begin to put some action in my life
Breaking the law, breaking the law
Breaking the law, breaking the law
Breaking the law, breaking the law
Breaking the law, breaking the law
So much for the golden future:  I can't even start!
I've had every promise broken, there's anger in my heart!
You don't know what it's like, you don't have a clue
If you did you'd find yourselves doing the same thing too
Breaking the law, breaking the law
Breaking the law, breaking the law
Breaking the law, breaking the law
Breaking the law, breaking the law
You don't know what it's like!
Breaking the law, breaking the law
Breaking the law, breaking the law
Breaking the law, breaking the law
Breaking the law, breaking the law
 ",whimsical,Cluster 4
650,Attitude,"Misfits, The",Collection II,755.mp3,"Attitude, you got some fucking attitude
I can't believe what you say to me
You got some attitude

Inside your feeble brain there's probably a whore
If you don't shut your mouth you're gonna feel the floor

Attitude, the one you got, oh baby
Attitude, the one you got, oh baby
Attitude, attitude

Inside your feeble brain there's probably a whore
If you don't shut your mouth you're gonna feel the floor

Attitude, you got some fucking attitude
(Attitude) I can't believe what you say to me
You got some attitude

Attitude, you got some fucking attitude
(Attitude) I can't believe what you say to me
You got some attitude
 ",whimsical,Cluster 4
651,Am I Evil?,Diamond Head,Behold the Beginning,756.mp3,"My mother was a witch, she was burned alive
Thankless little bitch, for the tears I cried
Take her down now, don't wanna see her face
Blistered and burnt, can't hide my disgrace

27 every one was nice, gotta see them,
Make them pay the price
See their bodies out on the ice, take my time

Am I evil, yes I am
Am I evil, I am man

As I watched my Mother die, I lost my head
Revenge now I sought, to break with my bread
Takin' no chances, you come with me
I'll split you to the bone
Help set you free.

27 every one was nice, gotta see them,
Make them pay the price
See their bodies out on the ice, take my time

Am I evil, yes I am
Am I evil, I am man

On with the action now, I'll strip your pride
I'll spread your blood around, I'll see you ride
Your face is scarred with steel, wounds deep and neat
Like a double dozen before you, smell so sweet.

27 every one was nice, gotta see them,
Make them pay the price
See their bodies out on the ice, take my time

Am I evil, yes I am
Am I evil, I am man

I'll make my residence, I'll watch your fire
You can come with me, sweet desire
My face is long forgotten, my face not my own
Sweet and timely whore, take me home
 ",whimsical,Cluster 4
652,You Really Got Me,Kinks,"Greatest Hits, Vol. 1 [Rhino]",757.mp3,"Girl, you really got me goin'
You got me so I don't know what I'm doin' now
Yeah, you really got me now
You got me so I can't sleep at night

Yeah, you really got me now
You got me so I don't know what I'm doin' now
Oh yeah, you really got me now
You got me so I can't sleep at night

You really got me
You really got me
You really got me

See, don't ever set me free
I always want to be by your side
Girl, you really got me now
You got me so I can't sleep at night

Yeah, you really got me now
You got me so I don't know what I'm doin' now
Oh yeah, you really got me now
You got me so I can't sleep at night

You really got me
You really got me
You really got me
Oh no...

See, don't ever set me free
I always want to be by your side
Girl, you really got me now
You got me so I can't sleep at night

Yeah, you really got me now
You got me so I don't know what I'm doin' now
Oh yeah, you really got me now
You got me so I can't sleep at night

You really got me
You really got me
You really got me
 ",whimsical,Cluster 4
653,Dead Joe,Birthday Party,Hits,758.mp3,"Dead Joe Joe... Joe Joe

oh-ho-ho-ho-ho-ho-ho-ho-ho-ho Dead Joe
oh-ho-ho-ho-ho-ho-ho-ho-ho-ho Dead Joe 

welcome to the car smash
welcome to the car smash
welcome to the car smash
a-a-a-a-a-smash
Dead Joe 

Junk-Sculpture turning back to JUNK
Junk-Sculpture turning back to JUNK
Junk-Sculpture turning back to JUNK
ju-ju-ju-ju-junk
Dead Joe
oh Joe no-o-o-o-o-o! it's christmas time Joe
it's christmans time now for you
and all the little bells are hanging two-by-two
the holly and the nativity
oh speak to me Joe speak to me Joe speak to me oh
oh-oh-oh---oh--oh--oh--oh--oh--oh--oh
De-e-e-e-e-e-e-e-e-e-e--e-e-e-ead Joe 

oh-ho-ho-ho-ho-ho-ho-ho-ho-ho Dead Joe
oh-ho-ho-ho-ho-ho-ho-ho-ho-ho Dead Joe 

welcome to the car smash
welcome to the car smash
welcome to the car crash
you can't tell the girls from the boys anymore
you can't tell the girls from the boys anymore
you can't tell the girls from the boys anymore
you can't tell the girls from the boys anymore
ho-Oh-Oh-OH-Oh-Oh---Oh--Oh--Oh---Oh---Oh---Oh
De-e-e-e-e-e-e-e-e-e---e-e-e-e-ead Joe.
 ",whimsical,Cluster 4
654,Flava in Ya Ear,"Mack, Craig",Project: Funk da World,759.mp3,"""Yo Mack, I don't even UNDERSTAND how they didn't understand you in 
that Mary joint!""
        ""Yeah, I know, man.""
        ""Kick that ol' robotic, futuristic, George Jetson, CRAZY JOINT!!""

Just...like... Uniblab, robotic kickin' flab
My flavor be the badder
chitter-chatter
Madder than the Mad Hatter (1)
I bet you my shit come out fatter
got the data
to turn your body into antimatter (2) {...body into antimatter...}
And just like a piece of sizzlean
you'll fit inside my stomach 
with the eggs and grits between  {...take 'em down, Mack...}
The King is what I mean
I mean
my man get a cup 
and put some change inside your hand {...take 'em down, Mack...}
Now hold up, 
let's make this official  {...make it official}
everybody let's agree that M.C.'s need a tissue {..wake 'em up}
The funk's my only issue,
I bet your mama miss you
and I bet the Mack take off like an M.X. missile
No more of your whining
on the charts climbing
as I make the funk 
kickin' out more harder than a diamond  {...harder than a diamond}
And if you didn't know who's rhyming
I guess I'm gonna say Craig Mack
with perfect timing

..you won't be around next year
My rap's too severe, kickin' mad flava in ya ear {...KICK IT DOWN!}

CHORUS:
Here comes the brand new flava in ya ear
                {...brand new flava in ya ear...}
[time for new flava in ya ear]
                
I'm kickin' new flava in ya ear

[Mack's the brand new flava in ya ear...]

Craig Mack
1000 degrees
You'll be on your knees
and you'll be burnin', beggin' please
Brother FREEZE!  {BOY!...}
Man's indisputed
and deep-booted
funk smoke that leaves your brains booted
This bad M.C.
with stamina like Bruce Jenner(3)
the winner
Tasting M.C.'s for dinner
You're crazy like that glue  {...you're crazy, boy, You're crazy.}
to think that you
could out-do 
my one-two 
that's sick like the flu  {...shake 'em down, Mack}
BOY, I flip
BOY all the time, 'cause
BOY, the rhyme you're kickin' {HAAAAAAAAA!  BOY!...}
ain't worth a dime
Seems like there's no competition
in this rap world expedition
You come around,
I'll knock you out [of] position  {... knock 'em out!}
No flav 
could ever dig a grave
for the Mack
the power pack
in black
makin' cement crack  {...make it crack...}

..and here comes the brand new flava in ya ear
Mack's the brand new flava in ya ear

Here comes the brand new flava in ya ear
                {Here- comes- the- brand- new- flavor-...
[time for new flava in ya ear]
                ...in- your- ear...         
I'm kickin' new flava in ya ear
                ...BOY!!!}
[Mack's the brand new flava in ya ear...]
                {Flavor down...}
Here comes the brand new flava in ya ear
                {Flavor, Flavor, here comes the flavor}
[time for new flava in ya ear]

I'm kickin' new flava in ya ear

[Mack's the brand new flava in ya ear...]
                {Flavor in ya ear, boy...}

HAAAAAAA!
The Mack's dope
With more hope than your Pope
but for M.C.'s more knots than rope
I'd like to break it down
down-breakin'
forsaken 
lords of M.C.'s shakin
with this track that my man's makin'
M.C.'s will run like a bomb threat
I bet           {what?}
or better yet   {huh?}
make you sweat
Gettin' hotter than the sun get  {yup!}
Craig Mack is the flav that romps
from here to Tibet     {BOY!}
I break all rules
with my action
that the Mack sends
to M.C.'s stop relaxin'
This brand new Sherrif that's in town's
gettin' down
leavin' bodies buried in the ground  {...rest in peace...}
I set up rhymes for a decoy
To off a bad boy        {OOOhhhh!}
Watch the M.C.'s I destroy and.... {BOY!!}

Here comes the brand new flava in ya ear
                {time for new flavor...
[time for new flava in ya ear]
                                       ...fla-VOR!!}
I'm kickin' new flava in ya ear
                {time for the flav...
[Mack's the brand new flava in ya ear...]
                       ...boy, here come the Mack}
Here comes the brand new flava in ya ear
                {HAAAAAA!...
[time for new flava in ya ear]
              ...wakin' up with flavor!!}
I'm kickin' brand new flava in ya ear

[Mack's the brand new flava in ya ear...]
                {HAAAAAAAA!...BOY...}",whimsical,Cluster 4
655,Bang Your Head (Metal Health),Quiet Riot,Greatest Hits,760.mp3,"I?m an axe grinder, pile driver
Mama says that I never, never mind her
Got no brains, I'm insane
The teacher says that I'm one big pain
I'm like a laser, six string razor
I've got a mouth like an alligator
I want it louder, more power
I'm gonna rock it till it strikes the hour

[Chorus]
Bang your head
Metal health will drive you mad
Bang your head
Metal health will drive you mad

I'm frustrated and out-dated
I really wanna be over-rated
I'm a finder and I'm a keeper
I'm not a loser, and I ain't no weeper
I got the boys to make the noise
Won't ever let up, hope it annoys you
Join the pack fee the crack
Well now you're here, there's no way back!

[Chorus]

Metal health will cure your crazy
Metal health will cure your mad
Metal health is what we all need
It's like a heart attack!

Bang your head wake the dead
We're all metal mad, it?s all you have
So bang your head and raise the dead oh yeah
Metal health it drives you mad, mad, mad, mad

[Chorus]

Ah get your straight jackets on tonight oh
The bad boys are gonna set you right
Oh rock ya, rock ya, rock ya
 ",whimsical,Cluster 4
656,Breadfan,Budgie [Metal],Ecstasy of Fumbling: The Definitive Anthology,761.mp3,"Breadfan
Open up your mind
Open up your purse
Never, never, never gonna lose it

Breadfan
Take it all away
Never give an inch
Gotta make a mint
Gotta make a million

Breadfan
You got it wrong
Some long time friend's gonna lose it
In the end who's a fool

Seagull
Give it all away
Stay a bird
Stay a man
Stay a ghost
Stay what you wanna be

Loser
Give it all away
Never stay with the winner
With the man
With the money

Sailor
Roughin' up the town
With the gal
With a record on the top
If you're gonna be a bad boy

Breadfan
Finger in the pie
In the sky
Put a guineau on the nose
Of a gee gee

Come on
Keep it on the side
With a ride
On a throne
In the middle of an island

Loser, give it all away
Cos' I'm never gonna stay
Cos I don't need it.



Don't you feel it in your veins?
All the money in this world
And I don't need it

Breadfan
Open up your mind
Open up your purse
Never, never, never gonna lose it

Breadfan
Take it all away
Never give an inch
Gotta make a mint
Gotta make a million

Breadfan
You got it wrong
Some long time friend's gonna lose it
In the end who's a fool

Seagull
Give it all away
Stay a bird
Stay a man
Stay a ghost
Stay what you wanna be

Loser
Give it all away
Never stay with the winner
With the man
With the money

Sailor
Roughin' up the town
With the gal
On a record on the top of your van

Breadfan
Finger in the pie
In the sky
Put a guinea on the nose
Of a gee gee

Come on
Keep it on the side
With a ride
On a throne in the road
In the middle of an island",whimsical,Cluster 4
657,Smack My Bitch Up,Prodigy [1],Fat of the Land,762.mp3,"Change my pitch up.
Smack my bitch up.

Change my pitch up.
Smack my bitch up.

Change my pitch up.
Smack my bitch up.

Change my pitch up.
Smack my bitch up.

Smack my bitch up.

(Aaaaaa... Aaaaaaaaaaaaaaaa.... aaaa aaaaaa .......
aaaa aaaaa ..... aaa aaaaa
Aaaaaa... aaaaaaaaaaaaaaaaaa aaaa aaaa..
aaaaaaaaaaaaaaa)

Smack my bitch up.

Change my pitch up.
Smack my bitch up.

Change my pitch up.
Smack my bitch up.",whimsical,Cluster 4
658,For the Love of Ivy,Gun Club,Fire of Love,763.mp3,"You look just like an Elvis from HELL
My heart is broken, so I'm gong to HELL
bury me way down deep in HELL
I'm a steel drivin' man, I want to go to HELL!

then go tell Ivy oh-oh!
for the love of Ivy yeah-yeah!
I did it for Ivy oh-oh!

you're the one

Gonna buy me a graveyard of my own
kill everyone who ever done me wrong
gonna buy me a gun just as long as my arm
kill everyone who ever done me harm

then go tell Ivy oh-oh!
for the love of Ivy yeah-heah!
I did it for Ivy oh-oh!

you're the one

Well, jawbone eat and jawbone talk
jawbone eat you with a knife and fork
I was hunting for niggers down in the dark
when suddenly I got a better thought

let's go hunt Ivy, oh-oh!
let's go get Ivy, Yeah-yeah!
for the love of Ivy, oh-oh!

you're the one.

I did it for Ivy
I did it for Ivy
HA HA HA! Ivy!

I was all dressed up like Elvis from HELL! HELL!
 ",whimsical,Cluster 4
659,Like a Rolling Stone,"Dylan, Bob","Bootleg Series, Vol. 4: The ""Royal Albert Hall"" Concert",764.mp3,"Once upon a time you dressed so fine
You threw the bums a dime in your prime, didn't you ?
People'd call, say, ""Beware doll, you're bound to fall""
You thought they were all kiddin' you
You used to laugh about
Everybody that was hangin' out
Now you don't talk so loud
Now you don't seem so proud
About having to be scrounging for your next meal.

How does it feel
How does it feel
To be without a home
Like a complete unknown
Like a rolling stone ?

You've gone to the finest school all right, Miss Lonely
But you know you only used to get juiced in it
And nobody has ever taught you how to live on the street
And now you find out you're gonna have to get used to it
You said you'd never compromise
With the mystery tramp, but know you realize
He's not selling any alibis
As you stare into the vacuum of his eyes
And say  do you want to make a deal? 

How does it feel
How does it feel
To be on your own
With no direction home
Like a complete unknown
Like a rolling stone ?
You never turned around to see the frowns on the jugglers and the clowns
When they all come down and did tricks for you
You never understood that it ain't no good
You shouldn't let other people get your kicks for you
You used to ride on the chrome horse with your diplomat
Who carried on his shoulder a Siamese cat
Ain't it hard when you discover that
He really wasn't where it's at
After he took from you everything he could steal.

How does it feel
How does it feel
To be on your own
With no direction home
Like a complete unknown
Like a rolling stone ?

Princess on the steeple and all the pretty people
They're drinkin', thinkin' that they got it made
Exchanging all precious gifts 
But you'd better take your diamond ring, you'd better pawn it babe
You used to be so amused
At Napoleon in rags and the language that he used
Go to him now, he calls you, you can't refuse
When you got nothing, you got nothing to lose
You're invisible now, you got no secrets to conceal.

How does it feel
How does it feel
To be on your own   
With no direction home
Like a complete unknown
Like a rolling stone ?
 ",whimsical,Cluster 4
660,Bone Machine,Pixies,Surfer Rosa,765.mp3,"You're into Japanese fast food
And I drop you off with your Japanese lover
And you go to the beach all day
You're so pretty when you're unfaithful to me
You're so pretty when you're unfaithful to me

You're looking like
You've got some sun
Your blistered lips
Have got a kiss
The days are lit like everyone
Uh-oh, Uh-oh, Uh-oh, Uh-oh

Your bones got a little machine
You're the bone machine

I was talking to preachy-preach about kissy-kiss
Buy me a soda
Buy me a soda and try to molest me in the parking lot
Eh, eh

I make you break
You make me hard
Your Irish skin
Looks Mexican
Our love is rice and beans and horse's lard
Your bones got a little machine
You're the bone machine

Uh-oh, Uh-oh, Uh-oh, Uh-oh  [3x]
Uh-oh, Uh-oh, Uh-oh, Uh-oh
 ",whimsical,Cluster 4
661,Personality Crisis,New York Dolls,Rock 'n Roll,769.mp3,"Well we can't take it this week
And her friends don't want another speech
Hoping for a better day to hear what she's got to say

All about that
Personality crisis you got it while it was hot
But now frustration and heartache is what you got
(That's why they talk about personality)

But now your tryin' to be some no you got to do some
Want to be someone who cow wow wows
But you think about the times you did they took every ounce
When it sure got to be a shame when you start to scream and shout
You got to contradict all those times you were butterflyin' about

(You were butterflyin')
All about that personality crisis you got it while it was hot
But now frustration and heartache is what you got
Break

And you're a prima ballerina on a Spring afternoon
Change on into the wolfman, howlin' at the moon, hooowww

All about that personality crisis you got it while it was hot
But now frustration and heartache is what you got

Now with all the crossin' fingers that mother nature says
Your mirrors get jammed up with all your friends

That personality everything starts to blend
Personality when your mind starts to blend
Personality impression of a friend,
Of a friend, of a friend, of a friend, of a friend
Personality wonderin' how celebrities ever met
(Look and find out on television)

Personality crisis you got it while it was hot
Frustration and heartache is all you got, don't you worry
Personality crisis please don't cry
It's just a personality crisis, please don't stop

Because you walk a personality
Talk a personality
 ",whimsical,Cluster 4
662,Devil With a Blue Dress On/Good Golly Miss Molly,"Ryder, Mitch",All Mitch Ryder Hits!,771.mp3,"Fee fee fi fi fo fo fum.

Lookin' mighty nice, here she comes, 

Wearin' a wig, hat and shades to match;

Got high heel sneakers and an alligator hat.

Wearin' her pearls and a diamond ring,

She got bracelets on her fingers and a everything.

 

Devil with a blue dress, blue dress, blue dress,

Devil with a blue dress on.

Devil with a blue dress, blue dress, blue dress,

Devil with a blue dress on.

 

Wearin' her perfume, Chanel Number Five,

Got to be the finest woman alive.

Walks so smooth, catches everybody's eye,

Got to be lovely, you can't say goodbye.

She's not too skinny and not too fat, 

She's a real humdinger and I like it like that.

 

Devil with a blue dress, blue dress, blue dress,

Devil with a blue dress on.

Devil with a blue dress, blue dress, blue dress,

Devil with a blue dress on.",whimsical,Cluster 4
663,Whole Lotta Love,Led Zeppelin,Led Zeppelin II,773.mp3,"You need coolin', baby, I'm not foolin', 
I'm gonna send you back to schoolin', 
Way down inside honey, you need it, 
I'm gonna give you my love, 
I'm gonna give you my love. 

[Chorus]
Wanna Whole Lotta Love [X4]

You've been learnin', baby, I bean learnin', 
All them good times, baby, baby, I've been yearnin', 
Way, way down inside honey, you need it, 
I'm gonna give you my love... I'm gonna give you my love. 

[Chorus]

You've been coolin', baby, I've been droolin', 
All the good times I've been misusin', 
Way, way down inside, I'm gonna give you my love, 
I'm gonna give you every inch of my love, 
Gonna give you my love. 

[Chorus]

Way down inside... woman... You need... love. 

Shake for me, girl. I wanna be your backdoor man. 
Keep it coolin', baby.
 ",whimsical,Cluster 4
664,Devil Went Down to Georgia,"Daniels, Charlie",Decade of Hits,776.mp3,"The devil went down to Georgia, he was looking for a soul to steal.
He was in a bind cause he was way behind, and he was willin' to make a deal.
When he came across this young man sawin' on a fiddle and playin' it hot.
And the devil jumped up on a hickory stump and said:

""Boy let me tell you what...I guess you didn't know it, but I'm a fiddle player too. 
And if you'd care to take a dare, I'll make a bet with you.
Now you play a pretty good fiddle, boy, but give the devil his due.
I'll bet a fiddle of gold against your soul, cause I think I'm better than you.""

The boy said ""My name's Johnny and it might be a sin, But I'll take your bet,
'n' your gonna regret, cause I'm the best there's ever been.""

Johnny rosin up your bow and play your fiddle hard.
Cause hell's broke loose in Georgia and the devil deals the cards.
And if you win you'll get this shiny fiddle made of gold.
But if you lose, the devil gets your soul. 

The devil opened up his case and he said ""I'll start this show.""
And fire flew from his fingertips as he rosined up his bow. 
And he pulled the bow across the strings and it made an evil hiss. 
Then a band of demons joined in and it sounded something like this.

When the devil finished, Johnny said: ""Well you're pretty good ol' son,
but sit down in that chair right there and let me show you how its done.""

Fire on the mountain, run boys, run.
The devil's in the house of the risin' sun.
Chicken in the bread pan, pickin' out dough.
Granny, does your dog bite?  No, child, no.

The devil bowed his head because he knew that he'd been beat,
and he laid that golden fiddle down on the ground at Johnny's feet.
Johnny said ""Devil just come on back if you ever want to try again,
I done told you once, you son of a bitch (gun), I'm the best there's ever been.""

And he played fire on the mountain, run boys, run.
The devil's in the house of the risin' sun.
Chicken in the bread pan pickin' out dough.
Granny, will your dog bite?  No, child, no.
 ",whimsical,Cluster 4
665,Won't Get Fooled Again,Who [1],Who's Next,777.mp3,"We'll be fighting in the streets
With our children at our feet
And the morals that they worship will be gone
And the men who spurred us on
Sit in judgment of all wrong
They decide and the shotgun sings the song

I'll tip my hat to the new constitution
Take a bow for the new revolution
Smile and grin at the change all around
Pick up my guitar and play
Just like yesterday
Then I'll get on my knees and pray
We don't get fooled again

The change, it had to come
We knew it all along
We were liberated from the fold, that's all
And the world looks just the same
And history ain't changed
Cause the banners, they are flown in the next war

I'll tip my hat to the new constitution
Take a bow for the new revolution
Smile and grin at the change all around
Pick up my guitar and play
Just like yesterday
Then I'll get on my knees and pray
We don't get fooled again
No, no!

I'll move myself and my family aside
If we happen to be left half alive
I'll get all my papers and smile at the sky
Though I know that the hypnotized never lie
Do ya?

There's nothing in the streets
Looks any different to me
And the slogans are replaced, by-the-bye
And the parting on the left
Are now parting on the right
And the beards have all grown longer overnight

I'll tip my hat to the new constitution
Take a bow for the new revolution
Smile and grin at the change all around
Pick up my guitar and play
Just like yesterday
Then I'll get on my knees and pray
We don't get fooled again
Don't get fooled again
No, no!

Yeah!

Meet the new boss
Same as the old boss
 ",whimsical,Cluster 4
666,Sky Is Crying,"James, Elmore",Sky Is Crying: The History of Elmore James,779.mp3,"The sky is crying, look at the tears roll down the street
The sky is crying, look at the tears roll down the street
I'm waiting in tears for my baby, and I wonder where can she be?

I saw my baby one morning, and she was walking down the street
I saw my baby one morning, yes she walking on down the street
Make me feel so good until my poor heart would skip a beat

I got a bad feeling, my baby, my baby don't love me no more
I got a bad feeling, my baby don't love me no more
Now the sky been crying, the tears rolling down my door
 ",whimsical,Cluster 4
667,Fortunate Son,Creedence Clearwater Revival,Creedence Clearwater Revival [Box Set],783.mp3,"Some folks are born, made to wave the flag
Oh, they're red, white and blue
And when the band plays ""Hail to the chief""
Oh, they point the cannon at you, Lord

It ain't me, it ain't me, I ain't no senator's son, son
It ain't me, it ain't me, I ain't no fortunate one, no

Some folks are born, silver spoon in hand
Lord, don't they help themselves, yo
But when the taxman comes to the door
Lord, the house looks like a rummage sale, yeah

It ain't me, it ain't me, I ain't no millionaire's son, no, no
It ain't me, it ain't me, I ain't no fortunate one, no

Yeah, yeah
Some folks inherit star spangled eyes
Ooh, they send you down to war, Lord
And when you ask them, ""How much should we give?""
Ooh, they only answer ""More! more! more!"", yo

It ain't me, it ain't me, I ain't no military son, son
It ain't me, it ain't me, I ain't no fortunate one, one
It ain't me, it ain't me, I ain't no fortunate one, no, no, no
It ain't me, it ain't me, I ain't no fortunate son, no, no, no
 ",whimsical,Cluster 4
668,God Save the Queen,Sex Pistols,Never Mind the Bollocks Here's the Sex Pistols,784.mp3,"God save the queen
The fascist regime
They made you a moron
Potential H-bomb

God save the queen
She ain't no human being
There is no future
In England's dreaming

Don't be told what you want
Don't be told what you need
There's no future, no future,
No future for you

God save the queen
We mean it man
We love our queen
God saves

God save the queen
'Cause tourists are money
And our figurehead
Is not what she seems

Oh God save history
God save your mad parade
Oh Lord God have mercy
All crimes are paid

When there's no future
How can there be sin
We're the flowers in the dustbin
We're the poison in your human machine
We're the future, your future

God save the queen
We mean it man
We love our queen
God saves

God save the queen
We mean it man
And there is no future
In England's dreaming

No future, no future,
No future for you
No future, no future,
No future for me

No future, no future,
No future for you
No future, no future
For you
 ",whimsical,Cluster 4
669,Cold Turkey,"Lennon, John",John Lennon Collection,785.mp3,"Temperature's rising
Fever is high
Can't see no future
Can't see no sky

My feet are so heavy
So is my head
I wish I was a baby
I wish I was dead

Cold turkey has got me on the run
Body is aching
Goose-pimple bone
Can't see no body
Leave me alone

My eyes are wide open
Can't get to sleep
One thing I'm sure of
I'm at the deep freeze

Cold turkey has got me on the run
Cold turkey has got me on the run

Thirty-six hours
Rolling in pain
Praying to someone
Free me again

Oh I'll be a good boy
Please make me well 
I promise you anything
Get me out of this hell

Cold turkey has got me on the run
 
",whimsical,Cluster 4
